,No.,Title,Artist(s),Year,spo_name,explicit,images,release_date,preview_url
111,12,"""I Hope""",Gabby Barrett featuring Charlie Puth,2020,I Hope,False,https://i.scdn.co/image/ab67616d0000b27366ffb23d13b04824e04f30d2,2020-06-19,https://p.scdn.co/mp3-preview/5f36f16dc999ef33b611ac7e9ea71ab18d5224ba?cid=914d599079cf414bb7441d9c09e8dd1d
112,13,"""Whats Poppin""","Jack Harlow featuring DaBaby, Tory Lanez and Lil Wayne",2020,WHATS POPPIN,True,https://i.scdn.co/image/ab67616d0000b27305a448540b069450ccfba889,2020-03-13,https://p.scdn.co/mp3-preview/a31372dcd8cd374c43df3e229272f73032a43cec?cid=914d599079cf414bb7441d9c09e8dd1d
113,14,"""Dance Monkey""",Tones and I,2020,Dance Monkey,False,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169,2019-10-17,https://p.scdn.co/mp3-preview/69bd9b5e4698ed9c4cbd35f78acbb4937eba3ecc?cid=914d599079cf414bb7441d9c09e8dd1d
114,15,"""Savage""",Megan Thee Stallion featuring Beyoncé,2020,Savage,True,https://i.scdn.co/image/ab67616d0000b27320fbc17fcb9376bc76a1b510,2020-03-06,https://p.scdn.co/mp3-preview/8dfbc9e1fa1c2aaac7e7226ab2c35e8db278590b?cid=914d599079cf414bb7441d9c09e8dd1d
115,16,"""Roxanne""",Arizona Zervas,2020,ROXANNE,True,https://i.scdn.co/image/ab67616d0000b273069a93617a916760ab88ffea,2019-10-10,https://p.scdn.co/mp3-preview/fb038785189bb62741f4be5d5c761291fcac640a?cid=914d599079cf414bb7441d9c09e8dd1d
116,17,"""Intentions""",Justin Bieber featuring Quavo,2020,Intentions,False,https://i.scdn.co/image/ab67616d0000b273727e4a8f05a1be549016e688,2022-04-06,
117,18,"""Everything I Wanted""",Billie Eilish,2020,everything i wanted,False,https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249,2019-11-13,
118,19,"""Roses (Imanbek Remix)""",Saint Jhn,2020,Roses - Imanbek Remix,True,https://i.scdn.co/image/ab67616d0000b273401883269b2ca70bc343a7d0,2020-11-20,https://p.scdn.co/mp3-preview/5a29fd81e019ec59cd4392680b3eb5c288b2252e?cid=914d599079cf414bb7441d9c09e8dd1d
119,20,"""Watermelon Sugar""",Harry Styles,2020,Watermelon Sugar,False,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2019-12-13,https://p.scdn.co/mp3-preview/30ce118419ec9be28ebf5cf932981ac80055807b?cid=914d599079cf414bb7441d9c09e8dd1d
120,21,"""Before You Go""",Lewis Capaldi,2020,Before You Go,False,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4,2019-11-22,
121,22,"""Falling""",Trevor Daniel,2020,Falling,False,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2019-12-13,https://p.scdn.co/mp3-preview/990a7b9b1b2d3cf238964adc896e8d6943df075b?cid=914d599079cf414bb7441d9c09e8dd1d
122,23,"""10,000 Hours""",Dan + Shay and Justin Bieber,2020,"10,000 Hours (with Justin Bieber)",False,https://i.scdn.co/image/ab67616d0000b27386953b1cbaa29e477db0b479,2019-10-04,https://p.scdn.co/mp3-preview/cc200787df581ee0d68901463212f6cf76165113?cid=914d599079cf414bb7441d9c09e8dd1d
123,24,"""WAP""",Cardi B featuring Megan Thee Stallion,2020,WAP (feat. Megan Thee Stallion),True,https://i.scdn.co/image/ab67616d0000b273c450c89d3eb750d3535b0a0c,2020-08-07,https://p.scdn.co/mp3-preview/37c24a25c0a691bf21c4d9cb0007c71608419d35?cid=914d599079cf414bb7441d9c09e8dd1d
124,25,"""Ballin'""",Mustard featuring Roddy Ricch,2020,Ballin' (with Roddy Ricch),True,https://i.scdn.co/image/ab67616d0000b27393b1e96fad758869d0974162,2019-06-28,
125,26,"""Hot Girl Bummer""",Blackbear,2020,hot girl bummer,True,https://i.scdn.co/image/ab67616d0000b273e9b6f26ff354f4d70847f02d,2020-08-21,https://p.scdn.co/mp3-preview/76cac6d770918a90ad76978192215a3892d0f3d0?cid=914d599079cf414bb7441d9c09e8dd1d
126,27,"""Blueberry Faygo""",Lil Mosey,2020,Blueberry Faygo,True,https://i.scdn.co/image/ab67616d0000b273ab3f9995f4f3a83e0591c940,2020-02-07,
127,28,"""Heartless""",The Weeknd,2020,Heartless,False,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,2008-11-24,
128,29,"""Bop""",DaBaby,2020,BOP,True,https://i.scdn.co/image/ab67616d0000b273f2b94b2fda4f08836d6371ba,2019-09-27,
129,30,"""Lose You to Love Me""",Selena Gomez,2020,Lose You To Love Me,False,https://i.scdn.co/image/ab67616d0000b2732abcc266597eb46f897a8666,2020-01-10,
130,31,"""Good as Hell""",Lizzo,2020,Good as Hell,False,https://i.scdn.co/image/ab67616d0000b273bf7d271b8f3051af3cf0bf55,2019-04-17,https://p.scdn.co/mp3-preview/dfc3d6a9e7eb030e89df2e21d350b2e7be116faa?cid=914d599079cf414bb7441d9c09e8dd1d
131,32,"""Toosie Slide""",Drake,2020,Toosie Slide,True,https://i.scdn.co/image/ab67616d0000b2736443676b54522a86f6323e65,2020-04-03,
132,33,"""Break My Heart""",Dua Lipa,2020,Break My Heart,False,https://i.scdn.co/image/ab67616d0000b273bd26ede1ae69327010d49946,2020-03-27,https://p.scdn.co/mp3-preview/e1e63b8e31c4ab2d28dc988c5ec40d4084206b64?cid=914d599079cf414bb7441d9c09e8dd1d
133,34,"""Chasin' You""",Morgan Wallen,2020,Chasin' You,False,https://i.scdn.co/image/ab67616d0000b273f9f2dda2df2a695b9bad3440,2018-04-27,https://p.scdn.co/mp3-preview/1832a712c7f38ae178f58258f96d920ea9cc0da9?cid=914d599079cf414bb7441d9c09e8dd1d
134,35,"""Savage Love (Laxed – Siren Beat)""",Jawsh 685 and Jason Derulo,2020,Savage Love (Laxed - Siren Beat),True,https://i.scdn.co/image/ab67616d0000b273e3eb3b8feeafb746ecf659e7,2020-06-11,https://p.scdn.co/mp3-preview/e803c4b254cb641394946ad19cceaa1ca039b071?cid=914d599079cf414bb7441d9c09e8dd1d
135,36,"""No Guidance""",Chris Brown featuring Drake,2020,No Guidance (feat. Drake),True,https://i.scdn.co/image/ab67616d0000b2739e588b0c2afe8178b2b76231,2019-06-28,https://p.scdn.co/mp3-preview/2d163f351fe6e6d2df9c848e3864e77293c1bb57?cid=914d599079cf414bb7441d9c09e8dd1d
136,37,"""My Oh My""",Camila Cabello featuring DaBaby,2020,My Oh My (feat. DaBaby),False,https://i.scdn.co/image/ab67616d0000b2735f53c0dbe5190a0af0fa28f3,2019-12-06,https://p.scdn.co/mp3-preview/d1787a529b22174f4822cd2654cf127e5ee571a4?cid=914d599079cf414bb7441d9c09e8dd1d
137,38,"""Dynamite""",BTS,2020,Dynamite,False,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,2020-11-20,https://p.scdn.co/mp3-preview/d8777ce6505aa52625472591ca898146bf3b0914?cid=914d599079cf414bb7441d9c09e8dd1d
138,39,"""Go Crazy""",Chris Brown and Young Thug,2020,Go Crazy,True,https://i.scdn.co/image/ab67616d0000b27363e0ddbb488d0eeec0e738fc,2020-05-08,https://p.scdn.co/mp3-preview/e69888b10384542c235064370c0b575918cabb87?cid=914d599079cf414bb7441d9c09e8dd1d
139,40,"""High Fashion""",Roddy Ricch featuring Mustard,2020,High Fashion (feat. Mustard),True,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,2019-12-06,https://p.scdn.co/mp3-preview/da2d4802955cf609ed4dd84915059ea229bc48b4?cid=914d599079cf414bb7441d9c09e8dd1d
140,41,"""Laugh Now Cry Later""",Drake featuring Lil Durk,2020,Laugh Now Cry Later (feat. Lil Durk),True,https://i.scdn.co/image/ab67616d0000b27352c75ed37313b889447011ef,2020-08-14,
141,42,"""Woah""",Lil Baby,2020,Woah,True,https://i.scdn.co/image/ab67616d0000b2732444bc008adcac2fa15b0e2a,2019-11-08,
142,43,"""Death Bed""",Powfu featuring Beabadoobee,2020,death bed (coffee for your head),False,https://i.scdn.co/image/ab67616d0000b273bf01fd0986a195d485922167,2020-02-08,https://p.scdn.co/mp3-preview/eb52a920dd6fafb07ae1f9e5e60f9279ee854b89?cid=914d599079cf414bb7441d9c09e8dd1d
143,44,"""Señorita""",Shawn Mendes and Camila Cabello,2020,Señorita,False,https://i.scdn.co/image/ab67616d0000b273e6095c382c2853667c1623eb,2019-06-21,
144,45,"""Highest in the Room""",Travis Scott,2020,HIGHEST IN THE ROOM,True,https://i.scdn.co/image/ab67616d0000b273e42b5fea4ac4c3d6328b622b,2019-10-04,https://p.scdn.co/mp3-preview/7a31c51e5690dc881150a189e0c29c0d18206729?cid=914d599079cf414bb7441d9c09e8dd1d
145,46,"""Bad Guy""",Billie Eilish,2020,bad guy,False,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,2019-03-29,
146,47,"""Mood""",24kGoldn featuring Iann Dior,2020,Mood (feat. iann dior),True,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,2021-03-26,https://p.scdn.co/mp3-preview/9f4d2e78c5f0ebb373b28f702597b4f344a8310c?cid=914d599079cf414bb7441d9c09e8dd1d
147,48,"""Rain on Me""",Lady Gaga and Ariana Grande,2020,Rain On Me (with Ariana Grande),False,https://i.scdn.co/image/ab67616d0000b273c8583f0bd97d3042d4971acf,2020-05-22,
148,49,"""For the Night""",Pop Smoke featuring Lil Baby and DaBaby,2020,For The Night (feat. Lil Baby & DaBaby),True,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,2020-07-03,
149,50,"""Ritmo (Bad Boys for Life)""",Black Eyed Peas and J Balvin,2020,RITMO (Bad Boys For Life),True,https://i.scdn.co/image/ab67616d0000b2739e57eff8f10bfc9a8dbfe337,2019-10-12,https://p.scdn.co/mp3-preview/ffcb773301b5b06d662f3b983a69035bd53a7676?cid=914d599079cf414bb7441d9c09e8dd1d
150,51,"""Heart on Ice""",Rod Wave,2020,Heart On Ice,True,https://i.scdn.co/image/ab67616d0000b273ae9b6f01afeeed8900cf8e06,2019-06-14,https://p.scdn.co/mp3-preview/2a7791db143a953694b0f88265d0fe7fce093cba?cid=914d599079cf414bb7441d9c09e8dd1d
151,52,"""Nobody but You""",Blake Shelton and Gwen Stefani,2020,Nobody But You,True,https://i.scdn.co/image/ab67616d0000b2734ea1dc12584cb9ec10d2b058,2021-04-09,https://p.scdn.co/mp3-preview/57dafe97e78a429431f340eede9078d266cb9696?cid=914d599079cf414bb7441d9c09e8dd1d
152,53,"""Trampoline""",Shaed,2020,Trampoline,False,https://i.scdn.co/image/ab67616d0000b273a1f207de5b29461e5f873a21,2018-09-21,
153,54,"""Come & Go""",Juice Wrld and Marshmello,2020,Come & Go (with Marshmello),True,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,2020-07-10,
154,55,"""Truth Hurts""",Lizzo,2020,Truth Hurts,True,https://i.scdn.co/image/ab67616d0000b2737bebcd2260ef90d7cb7ec0fb,2019-04-19,https://p.scdn.co/mp3-preview/facf34b23f9462b22b3e63486adbb8697edc9812?cid=914d599079cf414bb7441d9c09e8dd1d
155,56,"""If the World Was Ending""",JP Saxe featuring Julia Michaels,2020,If the World Was Ending (feat. Julia Michaels),False,https://i.scdn.co/image/ab67616d0000b273dedbec8cca43642f06533476,2019-10-17,https://p.scdn.co/mp3-preview/f12a62a6aea337670328a4b612ccca1a69491b44?cid=914d599079cf414bb7441d9c09e8dd1d
156,57,"""We Paid""",Lil Baby and 42 Dugg,2020,We Paid (feat. 42 Dugg),True,https://i.scdn.co/image/ab67616d0000b27376a4577dd654bf457a4ad1f8,2020-05-01,
157,58,"""Yummy""",Justin Bieber,2020,Yummy,False,https://i.scdn.co/image/ab67616d0000b27308b37c9ef202499a157352d7,2022-04-06,
158,59,"""One Man Band""",Old Dominion,2020,One Man Band,False,https://i.scdn.co/image/ab67616d0000b2735d76d260bbb9e3e5abe08bc2,2019-10-25,https://p.scdn.co/mp3-preview/eec77af87beb5625ed19bb032909928ed2a994b2?cid=914d599079cf414bb7441d9c09e8dd1d
159,60,"""Got What I Got""",Jason Aldean,2020,Got What I Got,False,https://i.scdn.co/image/ab67616d0000b273472f53f91497f83012d15b84,2019-11-22,https://p.scdn.co/mp3-preview/f1d8b49c8e7224724fbf69bd0c6378b6a7d41cb8?cid=914d599079cf414bb7441d9c09e8dd1d
160,61,"""Sunday Best""",Surfaces,2020,Sunday Best,False,https://i.scdn.co/image/ab67616d0000b2733667dc27da7b24360d6050d0,2019-01-06,
161,62,"""Godzilla""",Eminem featuring Juice Wrld,2020,Godzilla (feat. Juice WRLD),True,https://i.scdn.co/image/ab67616d0000b2732f44aec83b20e40f3baef73c,2020-01-17,
162,63,"""Bandit""",Juice Wrld and YoungBoy Never Broke Again,2020,Bandit (with YoungBoy Never Broke Again),True,https://i.scdn.co/image/ab67616d0000b2735b4bee4c0dfe7f1ec4b2cc6d,2019-10-04,
163,64,"""Party Girl""",StaySolidRocky,2020,Party Girl,False,https://i.scdn.co/image/ab67616d0000b273f3fb166b5515fb19b070773c,2020-04-21,https://p.scdn.co/mp3-preview/2bd460647b6fbc4bc00e8877688906cf4a5c56b8?cid=914d599079cf414bb7441d9c09e8dd1d
164,65,"""Die from a Broken Heart""",Maddie & Tae,2020,Die From A Broken Heart,False,https://i.scdn.co/image/ab67616d0000b2737191312904b909cf841fdfff,2020-04-10,
165,66,"""Popstar""",DJ Khaled featuring Drake,2020,POPSTAR (feat. Drake),True,https://i.scdn.co/image/ab67616d0000b273efaecb4b9cbae7c120d14617,2020-07-17,https://p.scdn.co/mp3-preview/6ceb06fda0d416bc2eafd471760342916a033ee2?cid=914d599079cf414bb7441d9c09e8dd1d
166,67,"""All I Want for Christmas Is You""",Mariah Carey,2020,All I Want for Christmas Is You,False,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,1994-10-28,https://p.scdn.co/mp3-preview/0d3f660241b04b1e95ae43decced213696114ad0?cid=914d599079cf414bb7441d9c09e8dd1d
167,68,"""One of Them Girls""",Lee Brice,2020,One Of Them Girls,False,https://i.scdn.co/image/ab67616d0000b2736a99bcdc692c0dbd7ef7c578,2020-04-10,https://p.scdn.co/mp3-preview/b8f866ec6a9a1101d43f9fc8a072d2d8af93fe09?cid=914d599079cf414bb7441d9c09e8dd1d
168,69,"""Hard to Forget""",Sam Hunt,2020,Hard To Forget,False,https://i.scdn.co/image/ab67616d0000b273b5529363386deb522a4f586c,2020-04-03,
169,70,"""One Margarita""",Luke Bryan,2020,One Margarita,False,https://i.scdn.co/image/ab67616d0000b273c2a11891f48798bb10ba75ac,2020-03-13,
170,71,"""Panini""",Lil Nas X,2020,Panini,False,https://i.scdn.co/image/ab67616d0000b273de048a43d03fb53a466c1c9f,2019-09-13,https://p.scdn.co/mp3-preview/19b30906b6732616be9a634daafd0e2f45795918?cid=914d599079cf414bb7441d9c09e8dd1d
171,72,"""Hot""",Young Thug featuring Gunna,2020,hot girl bummer,True,https://i.scdn.co/image/ab67616d0000b273e9b6f26ff354f4d70847f02d,2020-08-21,https://p.scdn.co/mp3-preview/76cac6d770918a90ad76978192215a3892d0f3d0?cid=914d599079cf414bb7441d9c09e8dd1d
172,73,"""I Hope You're Happy Now""",Carly Pearce and Lee Brice,2020,I Hope You're Happy Now,False,https://i.scdn.co/image/ab67616d0000b2735cce764e3fb9d3d720caed0b,2020-09-11,https://p.scdn.co/mp3-preview/52f9db7e1a9f531823d90af83d10ea33a61a9c19?cid=914d599079cf414bb7441d9c09e8dd1d
173,74,"""Emotionally Scarred""",Lil Baby,2020,Emotionally Scarred,True,https://i.scdn.co/image/ab67616d0000b273f46a9ad551acbdab8f72fd89,2020-02-28,
174,75,"""Suicidal""",YNW Melly featuring Juice Wrld,2020,Suicidal,True,https://i.scdn.co/image/ab67616d0000b2730f47d89f02cd58a168b8193e,2019-11-22,https://p.scdn.co/mp3-preview/01decd42f7335a1abb1204d449fb87290d622080?cid=914d599079cf414bb7441d9c09e8dd1d
175,76,"""The Bigger Picture""",Lil Baby,2020,The Bigger Picture,True,https://i.scdn.co/image/ab67616d0000b273c0ee50f512295c64a2c8af3d,2020-06-12,
176,77,"""Only Human""",Jonas Brothers,2020,Only Human,False,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,2019-06-07,
177,78,"""The Woo""",Pop Smoke featuring 50 Cent and Roddy Ricch,2020,The Woo (feat. 50 Cent & Roddy Ricch),True,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,2020-07-03,
178,79,"""Sum 2 Prove""",Lil Baby,2020,Sum 2 Prove,True,https://i.scdn.co/image/ab67616d0000b273f46a9ad551acbdab8f72fd89,2020-02-28,
179,80,"""Stuck with U""",Ariana Grande and Justin Bieber,2020,Stuck with U (with Justin Bieber),False,https://i.scdn.co/image/ab67616d0000b2732babb9dbd8f5146112f1bf86,2020-05-08,
180,81,"""Mood Swings""",Pop Smoke featuring Lil Tjay,2020,Mood Swings (feat. Lil Tjay),True,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,2020-07-03,
181,82,"""You Should Be Sad""",Halsey,2020,You should be sad,True,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd,2020-01-17,
182,83,"""Dior""",Pop Smoke,2020,Dior,True,https://i.scdn.co/image/ab67616d0000b2738fe5d04b06aff90f9fe796f5,2019-07-26,
183,84,"""Supalonely""",Benee featuring Gus Dapperton,2020,Supalonely,True,https://i.scdn.co/image/ab67616d0000b27382f4ec53c54bdd5be4eed4a0,2019-11-15,
184,85,"""Even Though I'm Leaving""",Luke Combs,2020,Even Though I'm Leaving,False,https://i.scdn.co/image/ab67616d0000b273429d8ec28f865acf2a927c2d,2019-11-08,https://p.scdn.co/mp3-preview/b6f753542e1dfa900a7453371250b6231b2ae862?cid=914d599079cf414bb7441d9c09e8dd1d
185,86,"""The Scotts""",The Scotts (Travis Scott and Kid Cudi),2020,THE SCOTTS,True,https://i.scdn.co/image/ab67616d0000b27311d6f8c713ef93a9bb64ddfe,2020-04-24,https://p.scdn.co/mp3-preview/9c70bd609dc103c7c8732967565d73ac643d5549?cid=914d599079cf414bb7441d9c09e8dd1d
186,87,"""Juicy""",Doja Cat and Tyga,2020,Juicy,True,https://i.scdn.co/image/ab67616d0000b27382b243023b937fd579a35533,2019-11-07,https://p.scdn.co/mp3-preview/dbccdff0968392a75b308be28f28182031350a4a?cid=914d599079cf414bb7441d9c09e8dd1d
187,88,"""Be Like That""","Kane Brown, Swae Lee and Khalid",2020,Be Like That - feat. Swae Lee & Khalid,False,https://i.scdn.co/image/ab67616d0000b273b670be86ddfa9d49caa56971,2020-07-10,https://p.scdn.co/mp3-preview/b988024d4b7d4621461f88d09f2dfed49b786c33?cid=914d599079cf414bb7441d9c09e8dd1d
188,89,"""Homesick""",Kane Brown,2020,Homesick,False,https://i.scdn.co/image/ab67616d0000b273c61fe3be705958234977faaa,2019-11-01,https://p.scdn.co/mp3-preview/8ead2e878e509f801b8655647c591206c9a4a123?cid=914d599079cf414bb7441d9c09e8dd1d
189,90,"""Rags2Riches""",Rod Wave featuring ATR Son Son,2020,Rags2Riches 2 (feat. Lil Baby),True,https://i.scdn.co/image/ab67616d0000b273b3d45b74fdf99c9cc88497d3,2020-08-07,https://p.scdn.co/mp3-preview/5a5a322b1cc086050603eef49168a6cfaf271d91?cid=914d599079cf414bb7441d9c09e8dd1d
190,91,"""Bluebird""",Miranda Lambert,2020,Bluebird,False,https://i.scdn.co/image/ab67616d0000b273753e552f06e10a4987ea455b,2019-11-01,https://p.scdn.co/mp3-preview/05501958aa1af408d0bf2ca24915609428fa848c?cid=914d599079cf414bb7441d9c09e8dd1d
191,92,"""Wishing Well""",Juice Wrld,2020,Wishing Well,True,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,2020-07-10,
192,93,"""Does to Me""",Luke Combs featuring Eric Church,2020,Does To Me (feat. Eric Church),False,https://i.scdn.co/image/ab67616d0000b273429d8ec28f865acf2a927c2d,2019-11-08,https://p.scdn.co/mp3-preview/b7f689c45c78c001656aa263fb806d95dd91054f?cid=914d599079cf414bb7441d9c09e8dd1d
193,94,"""Pussy Fairy (OTW)""",Jhené Aiko,2020,Pussy Fairy (Otw),True,https://i.scdn.co/image/ab67616d0000b273ab5a0bcdb60cbce035b0876d,2020-04-01,https://p.scdn.co/mp3-preview/6f25dcff8d95908cf80f64b104be93169bff1e0b?cid=914d599079cf414bb7441d9c09e8dd1d
194,95,"""ILY (I Love You Baby)""",Surf Mesa featuring Emilee,2020,ily (i love you baby) (feat. Emilee),False,https://i.scdn.co/image/ab67616d0000b273b3de5764cc02f94714487c86,2019-11-26,
195,96,"""More Than My Hometown""",Morgan Wallen,2020,More Than My Hometown,False,https://i.scdn.co/image/ab67616d0000b2737d6813fd233f3bc4977cceca,2021-01-08,
196,97,"""Lovin' on You""",Luke Combs,2020,Lovin' On You,False,https://i.scdn.co/image/ab67616d0000b273429d8ec28f865acf2a927c2d,2019-11-08,https://p.scdn.co/mp3-preview/710716c62fe44ec389ae203e633c05b6248d222a?cid=914d599079cf414bb7441d9c09e8dd1d
197,98,"""Said Sum""",Moneybagg Yo,2020,Said Sum,True,https://i.scdn.co/image/ab67616d0000b273b0c27c2c071c9dbef50ee8d9,2020-09-18,
198,99,"""Slide""",H.E.R. featuring YG,2020,Slide,False,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,1998-09-11,https://p.scdn.co/mp3-preview/0b5bcd2381d30040b49d8919dcb5721facfa66ea?cid=914d599079cf414bb7441d9c09e8dd1d
199,100,"""Walk Em Down""",NLE Choppa featuring Roddy Ricch,2020,Walk Em Down (feat. Roddy Ricch),True,https://i.scdn.co/image/ab67616d0000b273d4ee870db20a5a50b8714260,2020-08-10,https://p.scdn.co/mp3-preview/9318a7dd4b07a5260433e959f8b1b55c4d261f96?cid=914d599079cf414bb7441d9c09e8dd1d
200,1,"""Old Town Road""",Lil Nas X featuring Billy Ray Cyrus,2019,Old Town Road - Remix,False,https://i.scdn.co/image/ab67616d0000b273c0e7bf5cdd630f314f20586a,2019-06-21,https://p.scdn.co/mp3-preview/b1b4f28e5b4fc6791db78234435a20a7704c7774?cid=914d599079cf414bb7441d9c09e8dd1d
201,2,"""Sunflower""",Post Malone and Swae Lee,2019,Sunflower,True,https://i.scdn.co/image/ab67616d0000b27315f4cfd072793fa7532e674a,2017-03-22,https://p.scdn.co/mp3-preview/9cb556a47be68658a4a9b9284291c19680b9d5a6?cid=914d599079cf414bb7441d9c09e8dd1d
202,3,"""Without Me""",Halsey,2019,Without Me,True,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,2002-05-26,
203,4,"""Bad Guy""",Billie Eilish,2019,bad guy,False,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,2019-03-29,
204,5,"""Wow""",Post Malone,2019,Wow.,True,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,2019-09-06,
205,6,"""Happier""",Marshmello and Bastille,2019,Happier Than Ever,True,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,2021-07-30,
206,7,"""7 Rings""",Ariana Grande,2019,7 rings,True,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,2019-02-08,
207,8,"""Talk""",Khalid,2019,Talking to the Moon,False,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,2010-10-05,https://p.scdn.co/mp3-preview/2e4ae8810692eba545c70878d504321a1017e708?cid=914d599079cf414bb7441d9c09e8dd1d
208,9,"""Sicko Mode""",Travis Scott,2019,SICKO MODE,True,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3,2018-08-03,https://p.scdn.co/mp3-preview/fdacf2ab74a6022499f95f0d196a6a41bea5f406?cid=914d599079cf414bb7441d9c09e8dd1d
209,10,"""Sucker""",Jonas Brothers,2019,Sucker,False,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,2019-06-07,
210,11,"""High Hopes""",Panic! at the Disco,2019,High Hopes,False,https://i.scdn.co/image/ab67616d0000b273c5148520a59be191eea16989,2018-06-22,https://p.scdn.co/mp3-preview/54e6156dfc1f164e3dd8a1cda484cbcccfe4749f?cid=914d599079cf414bb7441d9c09e8dd1d
211,12,"""Thank U, Next""",Ariana Grande,2019,"thank u, next",True,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,2019-02-08,
212,13,"""Truth Hurts""",Lizzo,2019,Truth Hurts,True,https://i.scdn.co/image/ab67616d0000b2737bebcd2260ef90d7cb7ec0fb,2019-04-19,https://p.scdn.co/mp3-preview/facf34b23f9462b22b3e63486adbb8697edc9812?cid=914d599079cf414bb7441d9c09e8dd1d
