,No.,Title,Artist(s),Year,spo_name,spo_id,explicit,images,release_date,preview_url,itunes_name,apple_id,genre,trackTime,trackView
65,66,"""Beggin'""",Måneskin,2021,Beggin',3Wrjm47oTz2sjIgck11l5e,False,https://i.scdn.co/image/ab67616d0000b273fa0ab3a28b5c52d8a5f97045,2017-12-08,https://p.scdn.co/mp3-preview/49cf31ccb79722050016ea70c140a4df38211c61?cid=914d599079cf414bb7441d9c09e8dd1d,Beggin',1527819993,Hip-Hop/Rap,218707,https://music.apple.com/us/album/beggin/1527819966?i=1527819993&uo=4
66,67,"""Streets""",Doja Cat,2021,Streets,60ynsPSSKe6O3sfwRnIBRf,True,https://i.scdn.co/image/ab67616d0000b27382b243023b937fd579a35533,2019-11-07,https://p.scdn.co/mp3-preview/1981f558e6a08cf5f2ea2723557c679ca66dfd8c?cid=914d599079cf414bb7441d9c09e8dd1d,Streets,1557715728,R&B/Soul,242692,https://music.apple.com/us/album/streets-silhouette-remix/1557715725?i=1557715728&uo=4
67,68,"""What's Next""",Drake,2021,What's Next,3mDFLytDotXo2p0rvfGbkA,False,https://i.scdn.co/image/ab67616d0000b273aeb93e49c14980e947fdda58,2021-03-05,,What's Next,1463706048,Metal,53796,https://music.apple.com/us/album/whats-next/1463706038?i=1463706048&uo=4
68,69,"""Famous Friends""",Chris Young and Kane Brown,2021,Famous Friends,4iXDn9pu5Q9sxv45vE8Lak,False,https://i.scdn.co/image/ab67616d0000b2734394ca9fbd7a2ab0e28f560d,2020-11-20,https://p.scdn.co/mp3-preview/b62b1af57d3dcaac6063c710382683ac49ba320c?cid=914d599079cf414bb7441d9c09e8dd1d,Famous Friends,1540145776,Country,165569,https://music.apple.com/us/album/famous-friends/1540145432?i=1540145776&uo=4
69,70,"""Lil Bit""",Nelly and Florida Georgia Line,2021,Lil Bit,0NmuYnjETG3u3qx0OmEJev,True,https://i.scdn.co/image/ab67616d0000b27395a25a5b79a59eba1c8f93ee,2020-10-23,https://p.scdn.co/mp3-preview/5ba199f38641a7b5187f2df5b3343eba26d48bc2?cid=914d599079cf414bb7441d9c09e8dd1d,Lil Bit,1535708548,Country,195962,https://music.apple.com/us/album/lil-bit/1535708547?i=1535708548&uo=4
70,71,"""Thot Shit""",Megan Thee Stallion,2021,Thot Shit,5zNW5ARjYhJQJz1AChP33n,True,https://i.scdn.co/image/ab67616d0000b273bc4f7b30f8bbbb9af57ea212,2021-06-11,https://p.scdn.co/mp3-preview/9b93bf5abda3501c4abe80cdc30c1f3ec9b9a29c?cid=914d599079cf414bb7441d9c09e8dd1d,Thot Shit,1571139786,Hip-Hop/Rap,184635,https://music.apple.com/us/album/thot-shit/1571139515?i=1571139786&uo=4
71,72,"""Late at Night""",Roddy Ricch,2021,late at night,1fxYz1s15pyZLsJT0Hdh1m,True,https://i.scdn.co/image/ab67616d0000b27368d52e5f5058e58ce3e62c77,2021-06-04,https://p.scdn.co/mp3-preview/1ce02126acbc6d379d2061318b5cb00543eac771?cid=914d599079cf414bb7441d9c09e8dd1d,late at night,1598011713,Hip-Hop/Rap,174549,https://music.apple.com/us/album/late-at-night/1598011282?i=1598011713&uo=4
72,73,"""Kings & Queens""",Ava Max,2021,Kings & Queens,7a53HqqArd4b9NF4XAmlbI,False,https://i.scdn.co/image/ab67616d0000b2739a95e89d24214b94de36ccf7,2020-09-18,https://p.scdn.co/mp3-preview/3d1b7c2dd0fa6109d374344a82e204e2df14da62?cid=914d599079cf414bb7441d9c09e8dd1d,Stephen King's It,1440840135,Horror,11242542,https://itunes.apple.com/us/movie/stephen-kings-it/id658825811?uo=4
73,74,"""Anyone""",Justin Bieber,2021,Anyone,31qCy5ZaophVA81wtlwLc4,False,https://i.scdn.co/image/ab67616d0000b2733bbec671f22ef564280319da,2022-04-05,,Anyone,1544839502,Pop,190779,https://music.apple.com/us/album/anyone/1544839500?i=1544839502&uo=4
74,75,"""Track Star""",Mooski,2021,Track Star,5hChuUMe5iHfjkXgzj1D4b,True,https://i.scdn.co/image/ab67616d0000b273e4ba2e0371d692d957568407,2021-02-09,,Track Star (feat. Yung Bleu),1567444750,R&B/Soul,221054,https://music.apple.com/us/album/track-star-feat-yung-bleu-remix-2-0/1567444462?i=1567444750&uo=4
75,76,"""Time Today""",Moneybagg Yo,2021,Time Today,0YrKSfpvflYnLSBd4Jtu6J,True,https://i.scdn.co/image/ab67616d0000b273b9ba23c2a9edf6f4b7e48bed,2021-04-23,,Time Today,1562770085,Hip-Hop/Rap,136900,https://music.apple.com/us/album/time-today/1562769837?i=1562770085&uo=4
76,77,"""Cry Baby""",Megan Thee Stallion featuring DaBaby,2021,Cry Baby (feat. DaBaby),4aarlAfLKVCTxUDNgbwhjH,True,https://i.scdn.co/image/ab67616d0000b273da256972582b455d46985ba9,2020-11-20,https://p.scdn.co/mp3-preview/b828e459049fbd461bd088e3dea433bd877becdc?cid=914d599079cf414bb7441d9c09e8dd1d,Cry Baby,1021871524,Alternative,239087,https://music.apple.com/us/album/cry-baby/1021871522?i=1021871524&uo=4
77,78,"""All I Want for Christmas Is You""",Mariah Carey,2021,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,False,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,1994-10-28,https://p.scdn.co/mp3-preview/0d3f660241b04b1e95ae43decced213696114ad0?cid=914d599079cf414bb7441d9c09e8dd1d,All I Want For Christmas Is You,585972803,Holiday,241562,https://music.apple.com/us/album/all-i-want-for-christmas-is-you/585972750?i=585972803&uo=4
78,79,"""No More Parties""",Coi Leray featuring Lil Durk,2021,No More Parties In LA,0zLClc0emc6qUeV1p5nc99,True,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,2016-06-10,,No More Parties (feat. Lil Durk),1559835441,Hip-Hop/Rap,192880,https://music.apple.com/us/album/no-more-parties-feat-lil-durk-remix/1559835437?i=1559835441&uo=4
79,80,"""What's Your Country Song""",Thomas Rhett,2021,What’s Your Country Song,4oR2cCQGs0Yt0Mgr2diV6V,False,https://i.scdn.co/image/ab67616d0000b273bcd424e2d975ee2e79820ccf,2021-04-30,,What's Your Country Song,1555624257,Country,171333,https://music.apple.com/us/album/whats-your-country-song/1555624166?i=1555624257&uo=4
80,81,"""One Too Many""",Keith Urban and Pink,2021,One Too Many,5NUXE8W12lWcUXgJRCjeEw,False,https://i.scdn.co/image/ab67616d0000b273f2a428f109f825ec22c64656,2020-09-16,,ONE TOO MANY (feat. Phonte),1092027078,Electronic,218240,https://music.apple.com/us/album/one-too-many-feat-phonte/1092026376?i=1092027078&uo=4
81,82,"""Arcade""",Duncan Laurence,2021,Arcade,1Xi84slp6FryDSCbzq4UCD,False,https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b,2019-03-07,,Arcade (feat. FLETCHER),1540580799,Pop,187453,https://music.apple.com/us/album/arcade-feat-fletcher/1540580798?i=1540580799&uo=4
82,83,"""Yonaguni""",Bad Bunny,2021,Yonaguni,2JPLbjOn0wPCngEot2STUS,True,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,2021-06-04,https://p.scdn.co/mp3-preview/6db656eb4560c68f2502ee9ce9a2837da7ba0000?cid=914d599079cf414bb7441d9c09e8dd1d,Yonaguni,1570323056,Urbano latino,206710,https://music.apple.com/us/album/yonaguni/1570323047?i=1570323056&uo=4
83,84,"""Good Time""",Niko Moon,2021,GOOD TIME,2S8UMuLJ0z8agFgFGJ6Ztt,False,https://i.scdn.co/image/ab67616d0000b2736293c2d1a9bf6a1b5baf5eca,2021-08-27,https://p.scdn.co/mp3-preview/8c0559319e730c250cf3467950a8498c985af2b7?cid=914d599079cf414bb7441d9c09e8dd1d,Good Time,1444320054,Pop,205926,https://music.apple.com/us/album/good-time/1444320049?i=1444320054&uo=4
84,85,"""If I Didn't Love You""",Jason Aldean and Carrie Underwood,2021,If I Didn't Love You,1WQ40xJSvgDmD9K7ckJwux,False,https://i.scdn.co/image/ab67616d0000b273966a63131e7b82b4669aaafa,2021-11-12,https://p.scdn.co/mp3-preview/d617d607fea0325939407bea70181d2d480ece09?cid=914d599079cf414bb7441d9c09e8dd1d,If I Didn't Love You,1584827733,Country,212030,https://music.apple.com/us/album/if-i-didnt-love-you/1584827718?i=1584827733&uo=4
85,86,"""Knife Talk""",Drake featuring 21 Savage and Project Pat,2021,Knife Talk (with 21 Savage ft. Project Pat),2BcMwX1MPV6ZHP4tUT9uq6,True,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,2021-09-03,,Knife Talk (feat. 21 Savage & Project Pat),1584449220,Hip-Hop/Rap,242966,https://music.apple.com/us/album/knife-talk-feat-21-savage-project-pat/1584449196?i=1584449220&uo=4
86,87,"""POV""",Ariana Grande,2021,pov,3UoULw70kMsiVXxW0L3A33,False,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,2020-10-30,,pov,1537477079,Pop,201882,https://music.apple.com/us/album/pov/1537476578?i=1537477079&uo=4
87,88,"""Just the Way""",Parmalee and Blanco Brown,2021,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,False,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,2010-10-05,https://p.scdn.co/mp3-preview/fe45db93f0ed11c07cb0db0d6d422a8d80617df8?cid=914d599079cf414bb7441d9c09e8dd1d,Just the Way (feat. Bryce Vine),1558668249,Pop,193154,https://music.apple.com/us/album/just-the-way-feat-bryce-vine/1558667971?i=1558668249&uo=4
88,89,"""Take My Breath""",The Weeknd,2021,Take My Breath,2vgUijXOTRMnWXDtvgMp2b,False,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2022-01-06,,Take My Breath,1579408008,R&B/Soul,220196,https://music.apple.com/us/album/take-my-breath/1579408007?i=1579408008&uo=4
89,90,"""We're Good""",Dua Lipa,2021,We're Good,1diS6nkxMQc3wwC4G1j0bh,False,https://i.scdn.co/image/ab67616d0000b273ef12a4e8cdb297684e197cc4,2021-02-11,https://p.scdn.co/mp3-preview/ae4c47c8f0f209398926de2f589d55d9f8af5f96?cid=914d599079cf414bb7441d9c09e8dd1d,We're Good,1551179678,Pop,165507,https://music.apple.com/us/album/were-good/1551178998?i=1551179678&uo=4
90,91,"""Hell of a View""",Eric Church,2021,Hell Of A View,4mXGooManGPH6xAWRAtRJU,False,https://i.scdn.co/image/ab67616d0000b2732ca9baed899738a0c79b2e69,2021-04-23,,Hell of a View,1533137826,Country,175280,https://music.apple.com/us/album/hell-of-a-view/1533137281?i=1533137826&uo=4
91,92,"""Rockin' Around the Christmas Tree""",Brenda Lee,2021,Rockin' Around The Christmas Tree,2EjXfH91m7f8HiJN1yQg97,False,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3,1964-10-19,,Rockin' Around the Christmas Tree,1423343069,Holiday,128453,https://music.apple.com/us/album/rockin-around-the-christmas-tree/716132264?i=716132585&uo=4
92,93,"""Put Your Records On""",Ritt Momney,2021,Put Your Records On,6AGOKlMZWLCaEJGnaROtF9,False,https://i.scdn.co/image/ab67616d0000b273d52d8eb3be188231e120dbbd,2020-04-24,https://p.scdn.co/mp3-preview/710f3262d48478dce516f8b71839717b80f02454?cid=914d599079cf414bb7441d9c09e8dd1d,Put Your Records On,714616981,Hip-Hop/Rap,215414,https://music.apple.com/us/album/put-your-records-on/738331946?i=738332199&uo=4
93,94,"""Happier Than Ever""",Billie Eilish,2021,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,True,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,2021-07-30,,Happier Than Ever,1564531202,Alternative,298899,https://music.apple.com/us/album/happier-than-ever/1564530719?i=1564531202&uo=4
94,95,"""Single Saturday Night""",Cole Swindell,2021,Single Saturday Night,1irAliF0T8sLIOPJp6n7rU,False,https://i.scdn.co/image/ab67616d0000b2735114081644fbd7ab2cdc8f1e,2020-05-22,https://p.scdn.co/mp3-preview/05e52f26b56170a7ea06b889b8c737c532f95ca6?cid=914d599079cf414bb7441d9c09e8dd1d,Single Saturday Night,1511912117,Country,187684,https://music.apple.com/us/album/single-saturday-night/1511912114?i=1511912117&uo=4
95,96,"""Things a Man Oughta Know""",Lainey Wilson,2021,Things A Man Oughta Know,5QS8PNEWbqTEZyQ6e9ZbJf,False,https://i.scdn.co/image/ab67616d0000b273f1779a0367d1f4a9a7e3b616,2021-02-19,https://p.scdn.co/mp3-preview/2a36e07154a0ca4d0f174058ca5875a098853e5c?cid=914d599079cf414bb7441d9c09e8dd1d,Things A Man Oughta Know,1547233320,Country,203373,https://music.apple.com/us/album/things-a-man-oughta-know/1547233305?i=1547233320&uo=4
96,97,"""Throat Baby (Go Baby)""",BRS Kash,2021,Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,31iqpzg1ZXLLgq0L5iIwLe,True,https://i.scdn.co/image/ab67616d0000b273e0411706937b154259b9e90d,2021-01-21,,Throat Baby (Go Baby),1549278341,Hip-Hop/Rap,211610,https://music.apple.com/us/album/throat-baby-go-baby-remix/1549278336?i=1549278341&uo=4
97,98,"""Tombstone""",Rod Wave,2021,Tombstone,3zc8VZEpM1onYV4FWGdFvm,True,https://i.scdn.co/image/ab67616d0000b273362c0f3c4a54d766eb7b654a,2021-03-26,https://p.scdn.co/mp3-preview/103f989eb2b7ca43a4b7ec4bf48782120eaa41df?cid=914d599079cf414bb7441d9c09e8dd1d,Tombstone,188703703,Western,7789955,https://itunes.apple.com/us/movie/tombstone/id188703703?uo=4
98,99,"""Drinkin' Beer. Talkin' God. Amen.""",Chase Rice featuring Florida Georgia Line,2021,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),1UYfAU2bwgjaM5rIIPQleC,False,https://i.scdn.co/image/ab67616d0000b273187e926b562a25e821996bf6,2020-11-30,https://p.scdn.co/mp3-preview/09eeb846e7f7593977465f4fbe2c15d71b4f7104?cid=914d599079cf414bb7441d9c09e8dd1d,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),1538593829,Country,160839,https://music.apple.com/us/album/drinkin-beer-talkin-god-amen-feat-florida-georgia-line/1538593822?i=1538593829&uo=4
99,100,"""Todo de Ti""",Rauw Alejandro,2021,Todo De Ti,4fSIb4hdOQ151TILNsSEaF,True,https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795,2021-05-20,https://p.scdn.co/mp3-preview/84c94731a402ce68ef12ef1722aaa84749b79bc6?cid=914d599079cf414bb7441d9c09e8dd1d,Todo De Ti,1567154924,Urbano latino,199604,https://music.apple.com/us/album/todo-de-ti/1567154675?i=1567154924&uo=4
100,1,"""Blinding Lights""",The Weeknd,2020,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,False,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,2020-03-20,,Blinding Lights,1499378607,R&B/Soul,200046,https://music.apple.com/us/album/blinding-lights/1499378108?i=1499378607&uo=4
101,2,"""Circles""",Post Malone,2020,Circles,21jGcNKet2qwijlDFuPiPb,False,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,2019-09-06,,Circles,1477880561,Hip-Hop/Rap,215277,https://music.apple.com/us/album/circles/1477880265?i=1477880561&uo=4
102,3,"""The Box""",Roddy Ricch,2020,The Box,0nbXyq5TXYPCO7pr3N8S4I,True,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,2019-12-06,https://p.scdn.co/mp3-preview/efbcc9db8f3ad5b8fc9b379bbf93f991e47c7358?cid=914d599079cf414bb7441d9c09e8dd1d,The Box (2009),340420756,Thriller,6947615,https://itunes.apple.com/us/movie/the-box-2009/id340420756?uo=4
103,4,"""Don't Start Now""",Dua Lipa,2020,Don't Start Now,3PfIrDoz19wz7qK7tYeu62,False,https://i.scdn.co/image/ab67616d0000b273bd26ede1ae69327010d49946,2020-03-27,https://p.scdn.co/mp3-preview/9c0e91a42d58453a5e53690ea9f33f755339c2a9?cid=914d599079cf414bb7441d9c09e8dd1d,Don't Start Now,1484636829,Pop,183290,https://music.apple.com/us/album/dont-start-now/1484636581?i=1484636829&uo=4
104,5,"""Rockstar""",DaBaby featuring Roddy Ricch,2020,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,True,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,2018-04-27,,Rockstar,214403648,Rock,259493,https://music.apple.com/us/album/rockstar/1475690530?i=1475690719&uo=4
105,6,"""Adore You""",Harry Styles,2020,Adore You,3jjujdWJ72nww5eGnfs2E7,False,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2019-12-13,https://p.scdn.co/mp3-preview/66131b40a641da2bef484eb00fc1f4f40f2c33c4?cid=914d599079cf414bb7441d9c09e8dd1d,Adore You,1460315064,Pop,278758,https://music.apple.com/us/album/adore-you/1460315055?i=1460315064&uo=4
106,7,"""Life Is Good""",Future featuring Drake,2020,Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,True,https://i.scdn.co/image/ab67616d0000b2738a01c7b77a34378a62f46402,2020-01-10,https://p.scdn.co/mp3-preview/c5726e26726e1621138f51f3997c942615289177?cid=914d599079cf414bb7441d9c09e8dd1d,Life Is Good (feat. Drake),1493865024,Hip-Hop/Rap,237735,https://music.apple.com/us/album/life-is-good-feat-drake/1493864494?i=1493865024&uo=4
107,8,"""Memories""",Maroon 5,2020,Memories,4cktbXiXOapiLBMprHFErI,False,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631,2021-06-11,,Memories,1491400110,Pop,415295,https://music.apple.com/us/album/memories-cut-copy-remix/1491400109?i=1491400110&uo=4
108,9,"""The Bones""",Maren Morris,2020,The Bones,7yFhA2fUsL2oIMWlw5DaHQ,False,https://i.scdn.co/image/ab67616d0000b273f46b5e01e02ab8247be49978,2019-03-08,https://p.scdn.co/mp3-preview/55f9904b26ddbdae4d7505c62e8d7df49252ed5e?cid=914d599079cf414bb7441d9c09e8dd1d,The Bones,1451231037,Country,197299,https://music.apple.com/us/album/the-bones/1451230484?i=1451231037&uo=4
109,10,"""Someone You Loved""",Lewis Capaldi,2020,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,False,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,2019-05-17,,Someone You Loved,1441539154,Alternative,182161,https://music.apple.com/us/album/someone-you-loved/1441539148?i=1441539154&uo=4
110,11,"""Say So""",Doja Cat,2020,Say So,3Dv1eDb0MEgF93GpLXlucZ,True,https://i.scdn.co/image/ab67616d0000b27382b243023b937fd579a35533,2019-11-07,https://p.scdn.co/mp3-preview/3f681c49542f4a1214b33a065cace7007a307465?cid=914d599079cf414bb7441d9c09e8dd1d,Say So,1486263180,R&B/Soul,237895,https://music.apple.com/us/album/say-so/1486262969?i=1486263180&uo=4
111,12,"""I Hope""",Gabby Barrett featuring Charlie Puth,2020,I Hope,23T0OX7QOiIUFShSzbJ5Uo,False,https://i.scdn.co/image/ab67616d0000b27366ffb23d13b04824e04f30d2,2020-06-19,https://p.scdn.co/mp3-preview/5f36f16dc999ef33b611ac7e9ea71ab18d5224ba?cid=914d599079cf414bb7441d9c09e8dd1d,I Hope (feat. Charlie Puth),1593026184,Country,211605,https://music.apple.com/us/album/i-hope-feat-charlie-puth/1593025925?i=1593026184&uo=4
112,13,"""Whats Poppin""","Jack Harlow featuring DaBaby, Tory Lanez and Lil Wayne",2020,WHATS POPPIN,1jaTQ3nqY3oAAYyCTbIvnM,True,https://i.scdn.co/image/ab67616d0000b27305a448540b069450ccfba889,2020-03-13,https://p.scdn.co/mp3-preview/a31372dcd8cd374c43df3e229272f73032a43cec?cid=914d599079cf414bb7441d9c09e8dd1d,WHATS POPPIN,1501840568,Hip-Hop/Rap,139741,https://music.apple.com/us/album/whats-poppin/1501840447?i=1501840568&uo=4
113,14,"""Dance Monkey""",Tones and I,2020,Dance Monkey,2XU0oxnq2qxCpomAAuJY8K,False,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169,2019-10-17,https://p.scdn.co/mp3-preview/69bd9b5e4698ed9c4cbd35f78acbb4937eba3ecc?cid=914d599079cf414bb7441d9c09e8dd1d,Dance Monkey,1475930045,Alternative,209438,https://music.apple.com/us/album/dance-monkey/1475930038?i=1475930045&uo=4
114,15,"""Savage""",Megan Thee Stallion featuring Beyoncé,2020,Savage,55CHeLEfn5iJ0IIkgaa4si,True,https://i.scdn.co/image/ab67616d0000b27320fbc17fcb9376bc76a1b510,2020-03-06,https://p.scdn.co/mp3-preview/8dfbc9e1fa1c2aaac7e7226ab2c35e8db278590b?cid=914d599079cf414bb7441d9c09e8dd1d,Savage,1501734796,Hip-Hop/Rap,155497,https://music.apple.com/us/album/savage/1501734515?i=1501734796&uo=4
115,16,"""Roxanne""",Arizona Zervas,2020,ROXANNE,696DnlkuDOXcMAnKlTgXXK,True,https://i.scdn.co/image/ab67616d0000b273069a93617a916760ab88ffea,2019-10-10,https://p.scdn.co/mp3-preview/fb038785189bb62741f4be5d5c761291fcac640a?cid=914d599079cf414bb7441d9c09e8dd1d,Roxanne,276912448,Comedy,6408497,https://itunes.apple.com/us/movie/roxanne/id276912448?uo=4
116,17,"""Intentions""",Justin Bieber featuring Quavo,2020,Intentions,4aJQhjOmx3dAzKkM6WhOw8,False,https://i.scdn.co/image/ab67616d0000b273727e4a8f05a1be549016e688,2022-04-06,,Intentions (feat. Quavo),1496639586,Pop,212869,https://music.apple.com/us/album/intentions-feat-quavo/1496639180?i=1496639586&uo=4
117,18,"""Everything I Wanted""",Billie Eilish,2020,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,False,https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249,2019-11-13,,everything i wanted,1487502476,Alternative,245426,https://music.apple.com/us/album/everything-i-wanted/1487502456?i=1487502476&uo=4
118,19,"""Roses (Imanbek Remix)""",Saint Jhn,2020,Roses - Imanbek Remix,0zLCBJZSiELJf02ucPP9wb,True,https://i.scdn.co/image/ab67616d0000b273401883269b2ca70bc343a7d0,2020-11-20,https://p.scdn.co/mp3-preview/5a29fd81e019ec59cd4392680b3eb5c288b2252e?cid=914d599079cf414bb7441d9c09e8dd1d,Roses (Imanbek Remix),1525371353,Dance,176219,https://music.apple.com/us/album/roses-imanbek-remix/1525371352?i=1525371353&uo=4
119,20,"""Watermelon Sugar""",Harry Styles,2020,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,False,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2019-12-13,https://p.scdn.co/mp3-preview/30ce118419ec9be28ebf5cf932981ac80055807b?cid=914d599079cf414bb7441d9c09e8dd1d,Watermelon Sugar,1485802967,Pop,173991,https://music.apple.com/us/album/watermelon-sugar/1485802965?i=1485802967&uo=4
120,21,"""Before You Go""",Lewis Capaldi,2020,Before You Go,2gMXnyrvIjhVBUZwvLZDMP,False,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4,2019-11-22,,Before You Go,1491144650,Alternative,218769,https://music.apple.com/us/album/before-you-go-piano-version/1491144648?i=1491144650&uo=4
121,22,"""Falling""",Trevor Daniel,2020,Falling,1ZMiCix7XSAbfAJlEZWMCp,False,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2019-12-13,https://p.scdn.co/mp3-preview/990a7b9b1b2d3cf238964adc896e8d6943df075b?cid=914d599079cf414bb7441d9c09e8dd1d,DJ Got Us Fallin' In Love (feat. Pitbull),529020329,R&B/Soul,220800,https://music.apple.com/us/album/dj-got-us-fallin-in-love-feat-pitbull/529020307?i=529020329&uo=4
122,23,"""10,000 Hours""",Dan + Shay and Justin Bieber,2020,"10,000 Hours (with Justin Bieber)",2wrJq5XKLnmhRXHIAf9xBa,False,https://i.scdn.co/image/ab67616d0000b27386953b1cbaa29e477db0b479,2019-10-04,https://p.scdn.co/mp3-preview/cc200787df581ee0d68901463212f6cf76165113?cid=914d599079cf414bb7441d9c09e8dd1d,"10,000 Hours",560097690,Country,167693,https://music.apple.com/us/album/10-000-hours/1481229016?i=1481229017&uo=4
123,24,"""WAP""",Cardi B featuring Megan Thee Stallion,2020,WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,True,https://i.scdn.co/image/ab67616d0000b273c450c89d3eb750d3535b0a0c,2020-08-07,https://p.scdn.co/mp3-preview/37c24a25c0a691bf21c4d9cb0007c71608419d35?cid=914d599079cf414bb7441d9c09e8dd1d,WAP (feat. Megan Thee Stallion),1526746984,Hip-Hop/Rap,187541,https://music.apple.com/us/album/wap-feat-megan-thee-stallion/1526746980?i=1526746984&uo=4
