,No.,Title,Artist(s),Year,spo_name,explicit,images,release_date,preview_url,itunes_name,genre,trackTime,trackView
836,37,"""Applause""",Lady Gaga,2013,Applause,False,https://i.scdn.co/image/ab67616d0000b2737da123c944790bfab54b2522,2013-11-11,,Applause,Lullabies,218040,https://music.apple.com/us/album/applause/1419762848?i=1419763549&uo=4
837,38,"""One More Night""",Maroon 5,2013,One More Night,False,https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084,2012-01-01,,One More Night,Pop,236994,https://music.apple.com/us/album/one-more-night-sticky-k-remix/1440808308?i=1440808641&uo=4
838,39,"""Love Me""",Lil Wayne featuring Drake and Future,2013,Love Me,True,https://i.scdn.co/image/ab67616d0000b273e1a81870181de556d515d4cc,2013-01-01,,Love Me (feat. Drake & Future),Hip-Hop/Rap,255053,https://music.apple.com/us/album/love-me-feat-drake-future/1443114075?i=1443114691&uo=4
839,40,"""My Songs Know What You Did in the Dark (Light Em Up)""",Fall Out Boy,2013,My Songs Know What You Did In The Dark (Light Em Up),False,https://i.scdn.co/image/ab67616d0000b27360c84f44c080824ce336e1a1,2013-01-01,,My Songs Know What You Did In the Dark (Light Em Up),Alternative,186867,https://music.apple.com/us/album/my-songs-know-what-you-did-in-the-dark-light-em-up/1440862257?i=1440862694&uo=4
840,41,"""Fuckin' Problems""","ASAP Rocky featuring Drake, 2 Chainz and Kendrick Lamar",2013,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",True,https://i.scdn.co/image/ab67616d0000b2732ae92030b51fb8135d694af9,2013,https://p.scdn.co/mp3-preview/aa2b0da796cb14546268a04cf613c8fd082763e0?cid=914d599079cf414bb7441d9c09e8dd1d,"Fuckin' Problems (feat. 2 Chainz, Drake & Kendrick Lamar)",Hip-Hop/Rap,233848,https://music.apple.com/us/album/f-n-problems-feat-2-chainz-drake-kendrick-lamar/1033251861?i=1033252321&uo=4
841,42,"""Beauty and a Beat""",Justin Bieber featuring Nicki Minaj,2013,Beauty And A Beat,False,https://i.scdn.co/image/ab67616d0000b2736c20c4638a558132ba95bc39,2012-06-15,,Beauty and a Beat (feat. Nicki Minaj),Pop,227987,https://music.apple.com/us/album/beauty-and-a-beat-feat-nicki-minaj/1440650852?i=1440650961&uo=4
842,43,"""Same Love""",Macklemore & Ryan Lewis featuring Mary Lambert,2013,Same Love (feat. Mary Lambert),False,https://i.scdn.co/image/ab67616d0000b27398a02fef3a8b1d80a0f164ec,2012-10-09,https://p.scdn.co/mp3-preview/1c3a62076414f0170ee5875efa48434e64b16bd4?cid=914d599079cf414bb7441d9c09e8dd1d,"Same Love (In Style of Macklemore & Ryan Lewis, Mary Lambert) [Instrumental]",Instrumental,319074,https://music.apple.com/us/album/same-love-in-style-of-macklemore-ryan-lewis-mary/676790099?i=676790358&uo=4
843,44,"""Sweet Nothing""",Calvin Harris featuring Florence Welch,2013,Sweet Nothing (feat. Florence Welch),False,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,2012-10-29,https://p.scdn.co/mp3-preview/f76661d46baef0d7278dcae16896c5a597075290?cid=914d599079cf414bb7441d9c09e8dd1d,Sweet Nothing (feat. Florence Welch),Dance,213973,https://music.apple.com/us/album/sweet-nothing-feat-florence-welch/570038793?i=570039354&uo=4
844,45,"""Summertime Sadness""",Lana Del Rey and Cédric Gervais,2013,Summertime Sadness,False,https://i.scdn.co/image/ab67616d0000b273cb76604d9c5963544cf5be64,2012-11-12,,Summertime Sadness (Lana Del Rey vs. Cedric Gervais),Dance,412327,https://music.apple.com/us/album/summertime-sadness-lana-del-rey-vs-cedric-gervais-cedric/1445314638?i=1445314644&uo=4
845,46,"""Home""",Phillip Phillips,2013,HOME,True,https://i.scdn.co/image/ab67616d0000b273d7f468554013b901a7c0e606,2022-02-15,https://p.scdn.co/mp3-preview/148153af3c68a2adaf73465ea52cfbec1b6bfc69?cid=914d599079cf414bb7441d9c09e8dd1d,Bring It On Home (feat. Phillip Phillips & Maddie Poppe),Alternative,200825,https://music.apple.com/us/album/bring-it-on-home-feat-phillip-phillips-maddie-poppe/1480610707?i=1480610718&uo=4
846,47,"""It's Time""",Imagine Dragons,2013,It's Time,False,https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a,2012-09-04,,It's Time,Alternative,240307,https://music.apple.com/us/album/its-time/1440873107?i=1440873335&uo=4
847,48,"""Power Trip""",J. Cole featuring Miguel,2013,Power Trip (feat. Miguel),True,https://i.scdn.co/image/ab67616d0000b273c1bb124f993488cf21b269fc,2013-06-18,,Power Trip (feat. Miguel),Hip-Hop/Rap,241160,https://music.apple.com/us/album/power-trip-feat-miguel/1529510479?i=1529510489&uo=4
848,49,"""Girl on Fire""",Alicia Keys featuring Nicki Minaj,2013,Girl on Fire,False,https://i.scdn.co/image/ab67616d0000b273a4fe49eb27e8152710e7a590,2012-11-18,https://p.scdn.co/mp3-preview/e649bbfd6ccd66e16fb51f19c21896fa0e9972f0?cid=914d599079cf414bb7441d9c09e8dd1d,Girl On Fire (feat. Nicki Minaj),R&B/Soul,270723,https://music.apple.com/us/album/girl-on-fire-feat-nicki-minaj-inferno-version/581748349?i=581748359&uo=4
849,50,"""Heart Attack""",Demi Lovato,2013,Heart Attack,False,https://i.scdn.co/image/ab67616d0000b273aadb13ae608f6af20528409b,2013-01-01,,Heart Attack,Pop,210850,https://music.apple.com/us/album/heart-attack/1440620857?i=1440620921&uo=4
850,51,"""Love Somebody""",Maroon 5,2013,Love Somebody,False,https://i.scdn.co/image/ab67616d0000b2739d41d73f973cb817462e068a,2012-01-01,,Love Somebody,Pop,229168,https://music.apple.com/us/album/love-somebody/1440808308?i=1440808321&uo=4
851,52,"""I Will Wait""",Mumford & Sons,2013,I Will Wait,False,https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5,2012-09-25,https://p.scdn.co/mp3-preview/a679c8f65021509550b9e2831638716e54cb367f?cid=914d599079cf414bb7441d9c09e8dd1d,I Will Wait,Alternative,276720,https://music.apple.com/us/album/i-will-wait/1451531115?i=1451531639&uo=4
852,53,"""Try""",Pink,2013,Try,False,https://i.scdn.co/image/ab67616d0000b2739d0f0d226987b449808e7b6f,2012-09-18,https://p.scdn.co/mp3-preview/ce522f1be90be4ce1912be70c10e7f1814f05828?cid=914d599079cf414bb7441d9c09e8dd1d,Try,Pop,247912,https://music.apple.com/us/album/try/545398133?i=545398138&uo=4
853,54,"""Wagon Wheel""",Darius Rucker,2013,Wagon Wheel,False,https://i.scdn.co/image/ab67616d0000b2733c814f8afa852904e9db8a9f,2013-01-01,,Wagon Wheel,Country,298400,https://music.apple.com/us/album/wagon-wheel/1469411292?i=1469412117&uo=4
854,55,"""Gangnam Style""",Psy,2013,Gangnam Style (강남스타일),False,https://i.scdn.co/image/ab67616d0000b2736cfc57e5358c5e39e79bccbd,2012-01-01,,Gangnam Style,Pop,219493,https://music.apple.com/us/album/gangnam-style/1445144506?i=1445144527&uo=4
855,56,"""I Need Your Love""",Calvin Harris featuring Ellie Goulding,2013,I Need Your Love (feat. Ellie Goulding),False,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,2012-10-29,https://p.scdn.co/mp3-preview/d88a63c96708667344b7c8f33587d83eebc8a77f?cid=914d599079cf414bb7441d9c09e8dd1d,I Need Your Love (feat. Ellie Goulding),Dance,234507,https://music.apple.com/us/album/i-need-your-love-feat-ellie-goulding/570038793?i=570039349&uo=4
856,57,"""Die Young""",Kesha,2013,Die Young,False,https://i.scdn.co/image/ab67616d0000b27376c5c62197115a22b23ff950,2012-11-30,https://p.scdn.co/mp3-preview/ffce3bf627ac9dc3d7f6cf953b85bcec2bb4c450?cid=914d599079cf414bb7441d9c09e8dd1d,Die Young,Pop,201507,https://music.apple.com/us/album/die-young-deconstructed-mix/592364993?i=592365442&uo=4
857,58,"""Some Nights""",Fun,2013,Some Nights,True,https://i.scdn.co/image/ab67616d0000b27305fb4e9947c6edaf3836766e,2012-02-21,https://p.scdn.co/mp3-preview/ad945d63f38c7239a5fd8c8841b1ed58a0ff76d5?cid=914d599079cf414bb7441d9c09e8dd1d,Some Nights,Alternative,277040,https://music.apple.com/us/album/some-nights/486040153?i=486040194&uo=4
858,59,"""Bad""",Wale featuring Tiara Thomas or Rihanna,2013,Bad Habits,False,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,2021-10-29,https://p.scdn.co/mp3-preview/043f28a973add316f01a36a68f870f588d1dbb8e?cid=914d599079cf414bb7441d9c09e8dd1d,Bad,Pop,246670,https://music.apple.com/us/album/bad/159292399?i=159294345&uo=4
859,60,"""Boys 'Round Here""",Blake Shelton featuring Pistol Annies and Friends,2013,Boys 'Round Here (feat. Pistol Annies & Friends),False,https://i.scdn.co/image/ab67616d0000b273de2b6ae73697b2da4d3e9c27,2013-03-26,https://p.scdn.co/mp3-preview/462ed45aa32d848c90a4be54002e4014a6c1d66e?cid=914d599079cf414bb7441d9c09e8dd1d,Boys 'Round Here (feat. Pistol Annies & Friends),Country,289773,https://music.apple.com/us/album/boys-round-here-feat-pistol-annies-friends/606057263?i=606057317&uo=4
860,61,"""Gone, Gone, Gone""",Phillip Phillips,2013,"Gone, Gone, Gone",False,https://i.scdn.co/image/ab67616d0000b273d9009cc16eddbc6664508cd8,2013-01-01,,"Gone, Gone, Gone",Pop,209695,https://music.apple.com/us/album/gone-gone-gone/1443792057?i=1443792356&uo=4
861,62,"""Demons""",Imagine Dragons,2013,Demons,False,https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a,2012-09-04,,Demons,Alternative,177507,https://music.apple.com/us/album/demons/1440873107?i=1440873339&uo=4
862,63,"""Counting Stars""",OneRepublic,2013,Counting Stars,False,https://i.scdn.co/image/ab67616d0000b273e80e7dbce3996a1ae5967751,2014-01-01,,Counting Stars,Pop,257286,https://music.apple.com/us/album/counting-stars/1471704173?i=1471704175&uo=4
863,64,"""I Cry""",Flo Rida,2013,I Cry,False,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,2012-06-22,https://p.scdn.co/mp3-preview/60843f82dda9ccf24caa1cc22a2e2e20a92c5e81?cid=914d599079cf414bb7441d9c09e8dd1d,I Cry,Hip-Hop/Rap,223800,https://music.apple.com/us/album/i-cry/613867183?i=613867353&uo=4
864,65,"""Little Talks""",Of Monsters and Men,2013,Little Talks,False,https://i.scdn.co/image/ab67616d0000b273cb3f67e8026e2e493a1e8262,2012-01-01,,Little Talks,Alternative,266640,https://music.apple.com/us/album/little-talks/1440808821?i=1440809330&uo=4
865,66,"""The Other Side""",Jason Derulo,2013,The Other Side Of Paradise,True,https://i.scdn.co/image/ab67616d0000b273ec3d15eab5bd77027abc4b23,2016-08-26,,The Other Side,Pop,226987,https://music.apple.com/us/album/the-other-side/1135138681?i=1135139054&uo=4
866,67,"""Berzerk""",Eminem,2013,Berzerk,True,https://i.scdn.co/image/ab67616d0000b273cb66bcc14c6f857c127d5969,2013-11-05,,Berzerk,Hip-Hop/Rap,238746,https://music.apple.com/us/album/berzerk/1440862963?i=1440863085&uo=4
867,68,"""Catch My Breath""",Kelly Clarkson,2013,Catch My Breath,False,https://i.scdn.co/image/ab67616d0000b2737c5196593b6ab9382a794d26,2012-11-19,https://p.scdn.co/mp3-preview/be9786516631e89970811b84ab3e6c6471b006ae?cid=914d599079cf414bb7441d9c09e8dd1d,Catch My Breath,Pop,367067,https://music.apple.com/us/album/catch-my-breath-supasound-remix/586377611?i=586377873&uo=4
868,69,"""Crash My Party""",Luke Bryan,2013,Crash My Party,False,https://i.scdn.co/image/ab67616d0000b27316fce2616744168b30462991,2013-01-01,,Crash My Party,Country,234667,https://music.apple.com/us/album/crash-my-party/1440861846?i=1440862244&uo=4
869,70,"""Pour It Up""",Rihanna,2013,Pour It Up,True,https://i.scdn.co/image/ab67616d0000b2730e6cedee56e37a9a65f2164d,2012-12-11,,Pour It Up,Pop,161200,https://music.apple.com/us/album/pour-it-up/1417177082?i=1417177307&uo=4
870,71,"""22""",Taylor Swift,2013,22 (Taylor's Version),False,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2021-11-12,,22,Country,232120,https://music.apple.com/us/album/22/1440935340?i=1440935562&uo=4
871,72,"""I Want Crazy""",Hunter Hayes,2013,I Want Crazy - Encore,False,https://i.scdn.co/image/ab67616d0000b2732a0070a89eb69a9cc7914f49,2011,https://p.scdn.co/mp3-preview/b38dab004b65090f57eb4b65397e4fb05c7a5af4?cid=914d599079cf414bb7441d9c09e8dd1d,I Want Crazy (Encore),Country,236865,https://music.apple.com/us/album/i-want-crazy-encore/630282842?i=630283721&uo=4
872,73,"""The Fox (What Does the Fox Say?)""",Ylvis,2013,The Fox (What Does the Fox Say?),False,https://i.scdn.co/image/ab67616d0000b273078f1176c3c725de8e95f490,2013-09-02,https://p.scdn.co/mp3-preview/5a37b8434b9ef685c749431eb539e033b23b0ed2?cid=914d599079cf414bb7441d9c09e8dd1d,The Fox (What Does the Fox Say?),Pop,213708,https://music.apple.com/us/album/the-fox-what-does-the-fox-say/690233609?i=690233856&uo=4
873,74,"""Best Song Ever""",One Direction,2013,Best Song Ever,False,https://i.scdn.co/image/ab67616d0000b2732f76b797c382bedcafdf45e1,2013-11-25,https://p.scdn.co/mp3-preview/02455407da5ad456247a13f0e8d79bc418416d0f?cid=914d599079cf414bb7441d9c09e8dd1d,"Best Song Ever (from ""This Is Us"")",Pop,202440,https://music.apple.com/us/album/best-song-ever-from-this-is-us/671067308?i=671067497&uo=4
874,75,"""The A Team""",Ed Sheeran,2013,The A Team,False,https://i.scdn.co/image/ab67616d0000b273f0e911d0e5aadefc431bf34a,2011-09-09,https://p.scdn.co/mp3-preview/cbaa51bb2bf76548446f23e968933cc352ad4cad?cid=914d599079cf414bb7441d9c09e8dd1d,The A Team,Pop,258373,https://music.apple.com/us/album/the-a-team/448213992?i=448213995&uo=4
875,76,"""Carry On""",Fun,2013,Carry On,True,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,2017-08-25,https://p.scdn.co/mp3-preview/5461d2bcee6a6996484cc91a0ceaef78c708e4b1?cid=914d599079cf414bb7441d9c09e8dd1d,Carry On,Alternative,278373,https://music.apple.com/us/album/carry-on/486040153?i=486040196&uo=4
876,77,"""Highway Don't Care""",Tim McGraw featuring Taylor Swift and Keith Urban,2013,Highway Don't Care,False,https://i.scdn.co/image/ab67616d0000b27393b8a33577c83e2463eec47b,2013-01-01,,Highway Don't Care (feat. Taylor Swift & Keith Urban),Country,279072,https://music.apple.com/us/album/highway-dont-care-feat-taylor-swift-keith-urban/1440934150?i=1440935305&uo=4
877,78,"""That's My Kind of Night""",Luke Bryan,2013,That's My Kind Of Night,False,https://i.scdn.co/image/ab67616d0000b27316fce2616744168b30462991,2013-01-01,,That's My Kind of Night,Country,189360,https://music.apple.com/us/album/thats-my-kind-of-night/1440861846?i=1440861848&uo=4
878,79,"""Swimming Pools (Drank)""",Kendrick Lamar,2013,Swimming Pools (Drank),True,https://i.scdn.co/image/ab67616d0000b273b5ef185d28724c5573c2ac9c,2012-01-01,,Swimming Pools (Drank),Hip-Hop/Rap,313729,https://music.apple.com/us/album/swimming-pools-drank-extended-version/1471264092?i=1471264105&uo=4
879,80,"""Sure Be Cool If You Did""",Blake Shelton,2013,Sure Be Cool If You Did,False,https://i.scdn.co/image/ab67616d0000b273de2b6ae73697b2da4d3e9c27,2013-03-26,https://p.scdn.co/mp3-preview/1fea8400fdbf81cacc3d97688e650f6af7337b80?cid=914d599079cf414bb7441d9c09e8dd1d,Sure Be Cool If You Did,Country,215707,https://music.apple.com/us/album/sure-be-cool-if-you-did/763888589?i=763893942&uo=4
880,81,"""#Beautiful""",Mariah Carey featuring Miguel,2013,#Beautiful,True,https://i.scdn.co/image/ab67616d0000b2737fb8d2970f38ee4a14020e87,2014-05-23,,#Beautiful (#Hermosa) [Spanglish Version] (feat. Miguel),Pop,201725,https://music.apple.com/us/album/beautiful-hermosa-spanglish-version-feat-miguel/1445049697?i=1445049699&uo=4
881,82,"""Troublemaker""",Olly Murs featuring Flo Rida,2013,Troublemaker (feat. Flo Rida),False,https://i.scdn.co/image/ab67616d0000b273b95f5f8768a25c70d72f91d0,2012-11-26,https://p.scdn.co/mp3-preview/192744a1f907a54436cc8c006f028b3cdf350f99?cid=914d599079cf414bb7441d9c09e8dd1d,Troublemaker (feat. Flo Rida),Pop,185587,https://music.apple.com/us/album/troublemaker-feat-flo-rida/1437810796?i=1437810991&uo=4
882,83,"""Body Party""",Ciara,2013,Body Party,False,https://i.scdn.co/image/ab67616d0000b273e17d597d592d140c9394623d,2013-07-05,https://p.scdn.co/mp3-preview/e6fa51684a3ae866365066764ccbc049ea49047b?cid=914d599079cf414bb7441d9c09e8dd1d,Body Party,R&B/Soul,234295,https://music.apple.com/us/album/body-party/632895294?i=632895522&uo=4
883,84,"""Adorn""",Miguel,2013,Adorn,False,https://i.scdn.co/image/ab67616d0000b273fe113f478616e62a8fe14108,2012-09-28,https://p.scdn.co/mp3-preview/91de8c966c9a2df2742f38345f3f528020ff74af?cid=914d599079cf414bb7441d9c09e8dd1d,Adorn,R&B/Soul,193147,https://music.apple.com/us/album/adorn/561709112?i=561709114&uo=4
884,85,"""Hall of Fame""",The Script featuring will.i.am,2013,Hall of Fame (feat. will.i.am),False,https://i.scdn.co/image/ab67616d0000b273dd8408b50f45c66139f44ce2,2012-09-10,https://p.scdn.co/mp3-preview/a887360f6897298991dd402161835e86480fd9c5?cid=914d599079cf414bb7441d9c09e8dd1d,Hall of Fame (feat. will.i.am),Pop,202531,https://music.apple.com/us/album/hall-of-fame-feat-will-i-am/563641795?i=563641976&uo=4
885,86,"""Let Me Love You (Until You Learn to Love Yourself)""",Ne-Yo,2013,Let Me Love You (Until You Learn To Love Yourself),False,https://i.scdn.co/image/ab67616d0000b27314f5c10de370e6d48d142629,2012-01-01,,Let Me Love You (Until You Learn to Love Yourself),R&B/Soul,254101,https://music.apple.com/us/album/let-me-love-you-until-you-learn-to-love-yourself/1445309383?i=1445309387&uo=4
886,87,"""U.O.E.N.O.""",Rocko featuring Future and Rick Ross,2013,"U.O.E.N.O. (feat. Rick Ross, Future)",True,https://i.scdn.co/image/ab67616d0000b2738d63ee9c869c64607624d1a3,2013-03-05,https://p.scdn.co/mp3-preview/ebd10e785710828df96eb6114ff040176a4b20a7?cid=914d599079cf414bb7441d9c09e8dd1d,U.O.E.N.O. (feat. Rick Ross & Future),Hip-Hop/Rap,259160,https://music.apple.com/us/album/u-o-e-n-o-feat-rick-ross-future/616179728?i=616180333&uo=4
887,88,"""Next to Me""",Emeli Sandé,2013,Next to Me,False,https://i.scdn.co/image/ab67616d0000b2736d265f08ab673e37c1f7fb9f,2021-10-21,https://p.scdn.co/mp3-preview/4d5a909cccb2bec15d86e424d19c30bf66e4b5e8?cid=914d599079cf414bb7441d9c09e8dd1d,Next to Me,Pop,196867,https://music.apple.com/us/album/next-to-me/715511262?i=715511772&uo=4
888,89,"""Mama's Broken Heart""",Miranda Lambert,2013,Mama's Broken Heart,False,https://i.scdn.co/image/ab67616d0000b27303edd2321a6b59894b34848e,2011-11-01,https://p.scdn.co/mp3-preview/32ff311b098764133146a86c772d6c22ece834be?cid=914d599079cf414bb7441d9c09e8dd1d,Mama's Broken Heart,Country,179053,https://music.apple.com/us/album/mamas-broken-heart/466581398?i=466581404&uo=4
889,90,"""It Goes Like This""",Thomas Rhett,2013,It Goes Like This,False,https://i.scdn.co/image/ab67616d0000b273773dd1a2c1e8b1475810e4be,2013-01-01,,It Goes Like This,Country,187880,https://music.apple.com/us/album/it-goes-like-this/1440934946?i=1440935384&uo=4
890,91,"""Bugatti""",Ace Hood featuring Future and Rick Ross,2013,Bugatti,True,https://i.scdn.co/image/ab67616d0000b27398f22f2fe6b8b1b06ea5cd17,2013-01-01,,Bugatti (feat. Future & Rick Ross),Hip-Hop/Rap,269354,https://music.apple.com/us/album/bugatti-feat-future-rick-ross/1443399414?i=1443399609&uo=4
891,92,"""Wanted""",Hunter Hayes,2013,Wanted,False,https://i.scdn.co/image/ab67616d0000b2732a0070a89eb69a9cc7914f49,2011,https://p.scdn.co/mp3-preview/16004de13e5a8d25fda94e61f9b4991e726cc204?cid=914d599079cf414bb7441d9c09e8dd1d,Wanted,Country,228840,https://music.apple.com/us/album/wanted/630282842?i=630283709&uo=4
892,93,"""Downtown""",Lady Antebellum,2013,Downtown,False,https://i.scdn.co/image/ab67616d0000b2738c6b830c36c7b4ac43c3cee8,2017-11-19,https://p.scdn.co/mp3-preview/c042062576baf14b67383579a217c6fef5442573?cid=914d599079cf414bb7441d9c09e8dd1d,Downtown,Country,195889,https://music.apple.com/us/album/downtown/1443089382?i=1443089389&uo=4
893,94,"""Get Your Shine On""",Florida Georgia Line,2013,Get Your Shine On,False,https://i.scdn.co/image/ab67616d0000b273f5601676db551cb2a09e70a0,2012-01-01,,Get Your Shine On,Country,222253,https://music.apple.com/us/album/get-your-shine-on/1440811897?i=1440812209&uo=4
894,95,"""#thatPower""",will.i.am featuring Justin Bieber,2013,#thatPOWER,False,https://i.scdn.co/image/ab67616d0000b273642efc0b3f045f34316d2cf3,2013-01-01,,#thatPOWER (feat. Justin Bieber),Pop,279504,https://music.apple.com/us/album/thatpower-feat-justin-bieber/1471701415?i=1471701769&uo=4
895,96,"""Brave""",Sara Bareilles,2013,Brave,False,https://i.scdn.co/image/ab67616d0000b273022b4010e20659300f42c375,2013-07-16,https://p.scdn.co/mp3-preview/d138243fe36727cb94a7b5242ba80e9b46c32b60?cid=914d599079cf414bb7441d9c09e8dd1d,Sara Bareilles: Brave Enough - Live at the Variety Playhouse,Concert Films,5114198,https://itunes.apple.com/us/movie/sara-bareilles-brave-enough-live-at-the-variety-playhouse/id715205006?uo=4
896,97,"""Let Her Go""",Passenger,2013,Let Her Go,False,https://i.scdn.co/image/ab67616d0000b273a7c10595167c713a2df0f187,2013-02-17,https://p.scdn.co/mp3-preview/1d38db3a4cffa50481feb63c3b4b417ea3247641?cid=914d599079cf414bb7441d9c09e8dd1d,Let Her Go (Instrumental),Singer/Songwriter,290688,https://music.apple.com/us/album/let-her-go-instrumental/819682407?i=819682414&uo=4
897,98,"""Runnin' Outta Moonlight""",Randy Houser,2013,Runnin' Outta Moonlight,False,https://i.scdn.co/image/ab67616d0000b273e3f7c89cc514d4d935f10d98,2013-01-22,https://p.scdn.co/mp3-preview/4e4c3381509043f59a40848eeebb8eb540a7426e?cid=914d599079cf414bb7441d9c09e8dd1d,Runnin' Outta Moonlight,Country,193773,https://music.apple.com/us/album/runnin-outta-moonlight/1271526408?i=1271526559&uo=4
898,99,"""I'm Different""",2 Chainz,2013,I'm Different,True,https://i.scdn.co/image/ab67616d0000b2730bcccf7c7e65f294c2430f9b,2012-01-01,,I'm Different,Hip-Hop/Rap,255933,https://music.apple.com/us/album/im-different-chopped-not-slopped/1444068234?i=1444068396&uo=4
899,100,"""Still Into You""",Paramore,2013,Still into You,False,https://i.scdn.co/image/ab67616d0000b273e71a5005c37e8c2ffd9beda8,2013-04-05,https://p.scdn.co/mp3-preview/c029f0bab41d914de58b193af43a9c82504dc005?cid=914d599079cf414bb7441d9c09e8dd1d,Still Into You,Alternative,216019,https://music.apple.com/us/album/still-into-you/593146366?i=593148441&uo=4
900,1,"""Somebody That I Used to Know""",Gotye featuring Kimbra,2012,Somebody That I Used To Know,False,https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed,2011-01-01,,Somebody That I Used to Know (feat. Kimbra),Alternative,244973,https://music.apple.com/us/album/somebody-that-i-used-to-know-feat-kimbra/1467951962?i=1467952309&uo=4
901,2,"""Call Me Maybe""",Carly Rae Jepsen,2012,Call Me Maybe,False,https://i.scdn.co/image/ab67616d0000b273a111f7769013f1731e9c697c,2012-01-01,,"Call Me Crazy (Parody of Carly Rae Jepsen's ""Call Me Maybe"")",Comedy,146308,https://music.apple.com/us/album/call-me-crazy-parody-of-carly-rae-jepsens-call-me-maybe/1095432866?i=1095433174&uo=4
902,3,"""We Are Young""",Fun featuring Janelle Monáe,2012,We Are Young (feat. Janelle Monáe),False,https://i.scdn.co/image/ab67616d0000b27305fb4e9947c6edaf3836766e,2012-02-21,https://p.scdn.co/mp3-preview/ba5bc5a6ef6ee6dc8e122b22438923bf0326200f?cid=914d599079cf414bb7441d9c09e8dd1d,We Are Young (feat. Janelle Monáe) [Alvin Risk Remix],Dance,249557,https://music.apple.com/us/album/we-are-young-feat-janelle-mon%C3%A1e-alvin-risk-remix/508232948?i=508233057&uo=4
903,4,"""Payphone""",Maroon 5 featuring Wiz Khalifa,2012,Payphone,True,https://i.scdn.co/image/ab67616d0000b2733119f490f02fcee6514e8604,2021-06-20,,Payphone (feat. Wiz Khalifa),Pop,231385,https://music.apple.com/us/album/payphone-feat-wiz-khalifa/1440808308?i=1440808312&uo=4
904,5,"""Lights""",Ellie Goulding,2012,Lights Are On,False,https://i.scdn.co/image/ab67616d0000b273963d93a7d49b6a45facb8f78,2018-10-26,https://p.scdn.co/mp3-preview/07f32a5c22566100a32940d1e861ecaaa297b5b8?cid=914d599079cf414bb7441d9c09e8dd1d,Lights,Pop,244267,https://music.apple.com/us/album/lights/1472007808?i=1472008263&uo=4
905,6,"""Glad You Came""",The Wanted,2012,Glad You Came,False,https://i.scdn.co/image/ab67616d0000b27317a142a78128fb7c54ab9aa4,2011-01-01,,Glad You Came,Pop,198187,https://music.apple.com/us/album/glad-you-came/1443238857?i=1443239145&uo=4
906,7,"""Stronger (What Doesn't Kill You)""",Kelly Clarkson,2012,Stronger (What Doesn't Kill You),False,https://i.scdn.co/image/ab67616d0000b273253e3f8fce535f72a6b2c4ba,2011-10-24,https://p.scdn.co/mp3-preview/4ead28f7aba41146c185d3386fdb762d6ee96eef?cid=914d599079cf414bb7441d9c09e8dd1d,Stronger (What Doesn't Kill You),Pop,221947,https://music.apple.com/us/album/stronger-what-doesnt-kill-you/464532842?i=464532969&uo=4
907,8,"""We Found Love""",Rihanna featuring Calvin Harris,2012,We Found Love,False,https://i.scdn.co/image/ab67616d0000b273bef074de9ca825bddaeb9f46,2011-11-18,,We Found Love (feat. Calvin Harris),Pop,345733,https://music.apple.com/us/album/we-found-love-feat-calvin-harris-calvin-harris-extended-mix/1443102519?i=1443103437&uo=4
908,9,"""Starships""",Nicki Minaj,2012,Starships,True,https://i.scdn.co/image/ab67616d0000b27385235715597dcd07bb9e0f84,2011-01-01,,Starships,Hip-Hop/Rap,210613,https://music.apple.com/us/album/starships/1443190809?i=1443191581&uo=4
909,10,"""What Makes You Beautiful""",One Direction,2012,What Makes You Beautiful,False,https://i.scdn.co/image/ab67616d0000b2734a5584795dc73860653a9a3e,2012-05-25,https://p.scdn.co/mp3-preview/1bf9b17fe9b6cdd5216ef8e595ef89a5aa340bbb?cid=914d599079cf414bb7441d9c09e8dd1d,What Makes You Beautiful,Pop,199133,https://music.apple.com/us/album/what-makes-you-beautiful/482734112?i=482734113&uo=4
910,11,"""Wild Ones""",Flo Rida featuring Sia,2012,Wild Ones (feat. Sia),False,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,2012-06-22,https://p.scdn.co/mp3-preview/1c6fa6c8daf00880545556415d8f1314be7fd8c0?cid=914d599079cf414bb7441d9c09e8dd1d,Wild Ones (feat. Sia),Hip-Hop/Rap,232947,https://music.apple.com/us/album/wild-ones-feat-sia/613867183?i=613867347&uo=4
